DATE_TIME,AC_POWER,DC_POWER
12-01-2020 15:45,30.13102,30.71318
12-01-2020 16:00,23.79555,24.263346
12-01-2020 16:15,22.29571,22.759893
12-01-2020 16:30,17.47411,17.897926
12-01-2020 16:45,13.01353,13.373854
12-01-2020 17:00,8.69281,8.956533
12-01-2020 17:15,5.92143,6.099493
12-01-2020 17:30,3.13274,3.2244934
12-01-2020 17:45,0.93439,0.95846
12-01-2020 18:00,0.10841,0.10842
12-01-2020 18:15,0,0
13-01-2020 06:15,0,0
13-01-2020 06:30,0.11453,0.114846664
13-01-2020 06:45,1.04366,1.0716067
13-01-2020 07:00,2.73085,2.8101267
13-01-2020 07:15,5.14999,5.3044
13-01-2020 07:30,8.91508,9.126733
13-01-2020 07:45,10.00404,10.2352
13-01-2020 08:00,13.75488,14.01032
13-01-2020 08:15,19.38518,19.710566
13-01-2020 08:30,21.63427,21.99688
13-01-2020 08:45,29.15622,29.619367
13-01-2020 09:00,37.00973,37.605348
13-01-2020 09:15,54.51146,55.37278
13-01-2020 09:30,60.01479,60.98267
13-01-2020 09:45,66.07841,67.17828
13-01-2020 10:00,71.77137,73.0142
13-01-2020 10:15,75.77573,77.14912
13-01-2020 10:30,78.74446,80.1976
13-01-2020 10:45,81.65866,83.18561
13-01-2020 11:00,85.02759,86.61461
13-01-2020 11:15,87.88621,89.429586
13-01-2020 11:30,89.10552,90.69201
13-01-2020 11:45,88.06325,89.635836
13-01-2020 12:00,92.57302,94.25802
13-01-2020 12:15,92.58505,94.3049
13-01-2020 12:30,91.436,93.19993
13-01-2020 12:45,91.69904,93.56194
13-01-2020 13:00,91.36789,93.22626
13-01-2020 13:15,89.06552,90.890664
13-01-2020 13:30,87.00555,88.78206
13-01-2020 13:45,85.77512,87.52523
13-01-2020 14:00,80.47605,82.103336
13-01-2020 14:15,79.63386,81.241336
13-01-2020 14:30,75.52764,77.041234
13-01-2020 14:45,72.07246,73.49454
13-01-2020 15:00,68.34415,69.66675
13-01-2020 15:15,59.7797,60.89994
13-01-2020 15:30,55.65679,56.704473
13-01-2020 15:45,46.39421,47.292445
13-01-2020 16:00,34.60254,35.30385
13-01-2020 16:15,25.89123,26.454906
13-01-2020 16:30,18.88267,19.350387
13-01-2020 16:45,12.10093,12.46744
13-01-2020 17:00,8.17496,8.42314
13-01-2020 17:15,5.50683,5.6716934
13-01-2020 17:30,2.77782,2.8596733
13-01-2020 17:45,1.15703,1.18778
13-01-2020 18:00,0.0533,0.05352
14-01-2020 06:15,0,0
14-01-2020 06:30,0.14505,0.14581334
